wind_speed,swr,mixing.coef_mix_hyp,qual
1,1,1,6246.60117590261
0.80990225313296,1.09354369711204,0.94763639111376,17965.0700451036
0.960610526194891,0.982625463940926,1.08534218867349,8164.71074017083
0.751386316589161,1.01385727572553,0.838536345222027,27844.0725062347
1.04128655563244,0.982938643228871,1.01274913084786,9041.60280897664
1.04213969943312,1.03689530752692,1.0230767683731,7219.66750250717
0.977842751262747,0.922463834036387,0.970558897681723,8954.35274615781
1.05677470113137,1.06417366008216,0.938670381052621,7652.57670199315
0.837554461183014,0.969401068486217,1.14194386586845,16127.1651805772
0.931163447751653,0.905218284920022,0.933494087862972,15457.074257984
0.892617624238892,1.04538491364835,1.16218003145004,10913.9253506861
1.1172796887594,0.963313752244924,0.967982120729157,7466.52433510536
1.02359609174228,0.976591755556087,0.945439601358796,9407.75707435328
0.94759360732371,1.02050651484571,1.04873561453259,7980.12818774157
0.862174536030884,0.941461785385193,0.93708704431087,16222.9542299642
0.887732753424688,1.07681228337205,0.92997656594224,11010.8245353808
1.0104025425571,1.02430728189463,1.13317277818162,9054.45663733803
0.891166266406807,1.0007366609789,1.15464653085347,12341.3281647238
0.919853512025702,1.02847248693568,1.07991345564828,12472.4104709556
1.02428252742221,0.938449250424111,0.8218897992515,12216.5417155041
0.965602661539739,1.00574240896834,0.833287318614939,13549.2211553312
1.1048860583482,0.976951011328819,0.994968677678676,12260.3244144644
0.87493229366116,0.969224002182695,0.922721221145009,17730.4281945345
1.03183777621692,0.997121270726504,0.830582150616091,11028.5680228203
1.08156022593638,0.945994754699502,1.1827606494989,11314.3746516428
0.981026637430005,0.913632283856666,0.714938767454111,8729.4170366545
0.996624979378719,0.931671590924241,0.995448092143488,12295.2514905596
1.03686695725919,0.999290640216631,1.04318157636573,6902.61535513098
0.983692347636434,0.973860258998431,0.95907767604876,7445.32646252283
0.984671514647554,0.912104922528061,0.958063173921775,8760.83529278327
0.943310838360549,1.02161516902194,1.16588911321836,8854.12467822513
0.961718995037603,0.954605556147,0.929404657903826,12318.1152872797
1.02355241273366,0.981503304043409,1.10431704246775,10937.1124151621
1.11433600987867,0.908488140740805,1.0437612380783,9010.53248057457
1.10268962451628,0.957550878733655,1.11112864806075,11250.8219853958
1.1564081276921,1.07360311919773,0.867205774040121,10344.8167902446
1.006851592191,0.994446052691829,0.850640821068368,9963.84322030712
1.18350071677368,1.06877374949871,1.01275960293049,10984.4250259356
0.951900676250854,1.05718179899478,1.21087501036361,8136.42080427585
0.90392951420108,0.964520958585655,0.921471481273272,13932.0343708226
0.856936347562822,1.03420967140869,0.879436275023235,17660.5232271652
1.17572704997106,0.918096944934289,0.985526781672745,10480.6447331431
0.978592764494391,0.954768839655188,1.18151985612371,10376.3414075722
0.918741394686433,1.05009679939213,0.992534328725981,12245.429210894
0.98568869908844,0.909038509790865,1.17736897042172,9022.60506548779
1.1366781129764,1.03163201256433,1.00743823159923,6944.43000368435
0.867489222920296,1.08043180345986,1.22274549087065,8766.22239990242
1.00737068073077,0.932728029058307,1.08091351388837,7830.14839976847
1.0470459288574,1.01140954511428,0.883200060290897,8619.0413080238
0.835520009909175,0.941083369502179,1.02515754894436,23041.8116773566
1.03685607305392,1.02412296637434,0.896604236317458,8036.47502250274
0.975362292930242,0.911371652559444,0.97087027619896,8909.72605868555
1.03548840671578,0.969671733708854,1.04947529121673,8881.67243666619
0.951520873638011,1.01519680472208,1.03520042878301,8153.45227065763
1.00837943661623,1.02770945523307,0.932621318564759,8881.33550082874
0.939661860664376,0.978716013831742,0.959969163655773,11742.1309436589
0.922444700542872,1.02429476575631,0.969187372182587,9476.04840628148
0.919198546262503,1.03224861214874,1.1445584495529,9901.38370510667
0.854166010404442,0.950035470478206,1.08067140621279,20132.4207075644
1.07091504170714,0.932164905980306,1.01200064011848,10691.8340332976
0.848411457024669,1.06592222668966,0.807538738628063,16769.7483103384
0.863017626685714,0.957543118071,0.895106617520855,14520.8673181751
0.971442225057257,0.980640187491979,0.901907691703953,11002.3314124729
1.16490686490443,1.01638087982274,0.936898287569979,10790.3482500993
1.0360070689401,0.932594951210832,0.99302323012306,11276.4571621901
0.921598768771057,0.900507058345417,1.02847088707078,12125.2576984281
1.22204663820644,1.03377372216421,0.99266117377305,18190.851306901
1.01922361127582,1.07663176907665,1.11044398795017,7499.27108284666
0.998869779230788,0.97487459819259,1.08308842663838,11159.9479424723
1.03870994748439,0.910273993006698,0.989970597360187,9314.01174844927
1.17119374912769,0.980856898919133,1.05268150012346,12728.329115276
0.869696139783597,0.936384506959519,1.04005901699352,17734.1818404436
1.04760416861101,0.934915987807215,1.12786256002212,8559.21001790521
1.12898087085563,1.0152462902298,0.996888601458495,9804.75157655201
1.17237391525271,1.03897051135268,1.03866020848896,10067.9944605288
1.05257092812742,1.05191293073938,0.947870327228315,5879.89192245575
1.01676036392312,1.07111128746317,0.784586068287805,7137.18863643651
1.15236234356779,0.980261127427385,0.855828657316117,15836.5214082619
0.99742981004641,1.05358614850369,0.928777798155453,9244.10530609016
1.02562878237504,0.955397685164926,0.918917158324661,10204.2275302994
1.01066887817029,0.965625705064588,0.792128230574384,11408.5103723922
0.94690039463165,0.95554766354199,0.698922605368029,10560.5588208915
1.10048561862843,1.09190204163756,0.757927369962908,9422.00552280961
0.940601649469768,1.0446100548911,0.861659336383566,10374.8990784286
0.906186049808234,0.908053744361921,0.983248647900714,13518.1600267077
1.00334587346643,1.09829439133621,0.960867404078464,6239.30182849571
1.23733553213348,1.02147834080945,0.839796561561634,15978.9527925882
0.885138324058508,1.09450634300568,0.937743141970939,13286.882790961
1.1198990915412,1.03103770607665,0.952535951237881,7905.18882992114
1.09727620881213,1.02351862847835,0.960404825831464,9304.33079692312
0.926972252491963,0.949746192271701,0.919432174978243,12367.5555336704
1.10957939557769,0.965122244985883,0.870395956395957,10088.303188278
1.07996086895299,1.02119256585279,0.965202970807878,7865.59997925069
1.03159395226144,1.04991769158014,0.937707328832413,6841.64300166671
1.1288029136476,1.09465615937152,0.774841563494754,12921.2976341819
0.91288183823576,1.05819064514714,0.877762482032888,9475.22431512515
1.1414799448512,0.905372282833378,0.881317884902727,13829.3096956361
1.00504474737922,0.907615544611968,0.877677853720438,13249.3215576041
1.0973725018707,1.06436123466717,0.82363500928955,8878.24654306355
