wind_speed,swr,turb_param.k_min,qual
1,1,1e-05,17450.1455939222
1.01486123288897,0.919273301467505,1.11552609547511e-05,17504.2971314423
1.05821738817197,0.980069430894915,9.53042354754327e-06,16056.5964987277
1.03324889466234,1.06897038093715,9.13843903420109e-06,17304.6561570246
1.055185817938,1.08694259795092,1.10454148491087e-05,21560.7188499898
0.92677695333776,1.08403960488806,9.55971153519292e-06,19282.9075097515
1.03223927577299,0.92260773045677,1.02782503294431e-05,16335.2842289093
1.14836848169561,1.06425827500912,9.12350186233622e-06,17022.7202760707
0.855836217006917,1.07830571897551,8.17739698848452e-06,16082.6809834261
0.928355084268579,0.976375711474722,9.21191527071108e-06,15841.2072438265
1.04157299653086,1.0493102800081,9.71300377644767e-06,17964.8926906035
0.86437989679751,1.07916863195412,9.20794387697415e-06,18817.1019851454
0.816927922772913,0.95941332705303,9.43888690688121e-06,16766.7954860192
1.05306995056802,0.963800153865571,7.75719390131059e-06,12699.049612283
1.00854575137728,1.04345723121265,6.70624914804585e-06,11234.2719300047
1.16560863114752,1.03897419898941,6.4203876837323e-06,10937.6883750183
1.19410004076165,1.07436736484573,6.56623713380862e-06,11810.0828110119
1.01136059989034,1.00041887244236,4.87572427129979e-06,7768.64703787029
0.897523352416335,0.951199245973906,4.80987762059419e-06,9132.1465716641
1.11038481923069,1.00649652318273,4.62926549820576e-06,7210.00294582485
1.20556972694146,1.0705299859105,6.46065421009005e-06,11579.1002965366
1.04593340583908,0.975644023506653,4.46556698102493e-06,7500.64003672161
1.13179516443211,1.06162832366207,4.17223474577832e-06,6246.38437788793
1.04874392267901,1.00983531327038,3.67103730008927e-06,6963.55871793732
1.11359317521618,1.09082775791831,4.62285388117231e-06,6995.9978518997
1.07510753712604,0.956585189870513,2.61147800911329e-06,10799.7837373857
1.03911261757928,1.02002021741882,5.71976090340856e-06,9014.85462276861
0.994346971444893,1.01590350236202,3.9184460461868e-06,7325.05325730235
1.01693086361011,1.07961561427597,4.25511238903902e-06,6515.03681022522
1.05107485845795,0.937148130742877,4.26019067019764e-06,7986.21785249198
1.11266685722528,1.01998259307785,4.48380275279425e-06,6917.90938710641
0.924887588952285,1.07732261264491,2.97483768599141e-06,10251.6108757135
1.14928928737633,1.05491915385525,2.88221197443692e-06,5936.15722073967
1.09110152449105,0.983627293664898,3.07873691354051e-06,7763.70183730162
1.19284183212354,0.951696785893304,2.91959840612318e-06,7004.42280554109
1.10800798035921,1.06190464165879,2.25524534860541e-06,9360.46476256694
1.0170956832056,1.09524381154853,2.36298029561189e-06,11192.1091765825
1.04317211936072,0.90553351637162,3.31903885058766e-06,10117.1289729542
1.0328746641168,0.968230708823866,1.79809065309168e-06,21302.030751921
1.10891388759984,1.01606133810652,3.41446307618681e-06,6378.14786489908
1.06327212706364,0.909526477688506,4.09846132765817e-06,8448.96413137366
1.08348122971642,1.09960525665905,1.8709934045516e-06,13254.8017251303
1.17295646635419,0.980548994971189,1.85176065543646e-06,11928.6296461047
1.16439677742741,1.05169530709029,3.06011831607494e-06,5562.11427860456
1.12681058364666,0.906806165484208,3.16240242507246e-06,8722.10359713929
1.16939837897694,1.03598155538517,1.17873599893639e-06,20152.2613038838
1.08844386073611,1.06316326109938,3.27007098630609e-06,6083.39159983811
1.09243344459451,0.994404607757969,2.6484731175136e-06,9065.92543700058
1.15581519235278,0.954733422283863,3.08428505984959e-06,7248.53871886103
1.1795033728416,0.906055585829945,2.97625773929606e-06,8158.69246891269
0.964038944617018,1.03834134130694,1.91889928144034e-06,21399.2278489438
1.22821641353234,0.993259882184745,2.83727327658792e-06,5881.36242264789
1.24196492316282,1.0155616249495,4.05722760201203e-06,6475.48514317778
1.05197597781085,0.999224366380852,4.39117635756786e-06,7140.06898125864
1.08671834100118,0.931641837138551,3.88560032095349e-06,7823.84325077153
1.23601417813524,1.09346252050485,2.58074536707077e-06,4751.70135466987
1.24399158642071,1.00201523507905,2.22962787021656e-06,6661.55714009118
1.20741718682319,1.05858231324603,1.50478865273893e-06,11882.4346220553
1.14305200357639,0.96493853821984,4.09236111545552e-06,6948.85782273935
1.09079460865077,1.05617445399111,2.37583231086104e-06,9265.68970038026
1.23459306157042,1.00391513042057,2.48388623889292e-06,6125.75566804174
1.18934227792435,0.992613127873332,2.7236678405109e-06,6615.52139682476
1.14244012325565,0.976835393360771,2.32974002779655e-06,9639.90681209276
1.15563567707066,1.02521863146101,3.47017193421271e-06,5839.79041357772
