"",46.800
393.0000,-3.3320E+002
394.0000,-3.3294E+002
395.0000,-3.3291E+002
396.0000,-3.3246E+002
397.0000,-3.3246E+002
398.0000,-3.3247E+002
399.0000,-3.3242E+002
400.0000,-3.3214E+002
401.0000,-3.3237E+002
402.0000,-3.3203E+002
403.0000,-3.3174E+002
404.0000,-3.3175E+002
405.0000,-3.3049E+002
406.0000,-3.3118E+002
407.0000,-3.3070E+002
408.0000,-3.2873E+002
409.0000,-3.3023E+002
410.0000,-3.2981E+002
411.0000,-3.2968E+002
412.0000,-3.2983E+002
413.0000,-3.3014E+002
414.0000,-3.3053E+002
415.0000,-3.3107E+002
416.0000,-3.3068E+002
417.0000,-3.3068E+002
418.0000,-3.3131E+002
419.0000,-3.3151E+002
420.0000,-3.3130E+002
421.0000,-3.3129E+002
422.0000,-3.3161E+002
423.0000,-3.3138E+002
424.0000,-3.3107E+002
425.0000,-3.3146E+002
426.0000,-3.3131E+002
427.0000,-3.3134E+002
428.0000,-3.3154E+002
429.0000,-3.3224E+002
430.0000,-3.3251E+002
431.0000,-3.3207E+002
432.0000,-3.3287E+002
433.0000,-3.3309E+002
434.0000,-3.3309E+002
435.0000,-3.3321E+002
436.0000,-3.3349E+002
437.0000,-3.3422E+002
438.0000,-3.3457E+002
439.0000,-3.3456E+002
440.0000,-3.3504E+002
441.0000,-3.3565E+002
442.0000,-3.3612E+002
443.0000,-3.3667E+002
444.0000,-3.3677E+002
445.0000,-3.3606E+002
446.0000,-3.3580E+002
447.0000,-3.3604E+002
448.0000,-3.3590E+002
449.0000,-3.3616E+002
450.0000,-3.3635E+002
451.0000,-3.3646E+002
452.0000,-3.3656E+002
453.0000,-3.3698E+002
454.0000,-3.3791E+002
455.0000,-3.3849E+002
456.0000,-3.3906E+002
457.0000,-3.3931E+002
458.0000,-3.3974E+002
459.0000,-3.4039E+002
460.0000,-3.4155E+002
461.0000,-3.4188E+002
462.0000,-3.4188E+002
463.0000,-3.4245E+002
464.0000,-3.4301E+002
465.0000,-3.4327E+002
466.0000,-3.4329E+002
467.0000,-3.4341E+002
468.0000,-3.4392E+002
469.0000,-3.4449E+002
470.0000,-3.4485E+002
471.0000,-3.4509E+002
472.0000,-3.4575E+002
473.0000,-3.4769E+002
474.0000,-3.4885E+002
475.0000,-3.4834E+002
476.0000,-3.4830E+002
477.0000,-3.4863E+002
478.0000,-3.4989E+002
479.0000,-3.5124E+002
480.0000,-3.5053E+002
481.0000,-3.5120E+002
482.0000,-3.5327E+002
483.0000,-3.5557E+002
484.0000,-3.5838E+002
485.0000,-3.5721E+002
486.0000,-3.6041E+002
487.0000,-3.5926E+002
488.0000,-3.6087E+002
489.0000,-3.5998E+002
490.0000,-3.5671E+002
491.0000,-3.5560E+002
492.0000,-3.5591E+002
493.0000,-3.5613E+002
494.0000,-3.5634E+002
495.0000,-3.5685E+002
496.0000,-3.5715E+002
497.0000,-3.5791E+002
498.0000,-3.5864E+002
499.0000,-3.5976E+002
500.0000,-3.6122E+002
501.0000,-3.6194E+002
502.0000,-3.6097E+002
503.0000,-3.6217E+002
504.0000,-3.6187E+002
505.0000,-3.6278E+002
506.0000,-3.6303E+002
507.0000,-3.6194E+002
508.0000,-3.6202E+002
509.0000,-3.6238E+002
510.0000,-3.6322E+002
511.0000,-3.6528E+002
512.0000,-3.6797E+002
513.0000,-3.6981E+002
514.0000,-3.7175E+002
515.0000,-3.7458E+002
516.0000,-3.7638E+002
517.0000,-3.7449E+002
518.0000,-3.7399E+002
519.0000,-3.7383E+002
520.0000,-3.7466E+002
521.0000,-3.7424E+002
522.0000,-3.7239E+002
523.0000,-3.7333E+002
524.0000,-3.7435E+002
525.0000,-3.7502E+002
526.0000,-3.7798E+002
527.0000,-3.8094E+002
528.0000,-3.8020E+002
529.0000,-3.8255E+002
530.0000,-3.8446E+002
531.0000,-3.8644E+002
532.0000,-3.8711E+002
533.0000,-3.9099E+002
534.0000,-3.9074E+002
535.0000,-3.8973E+002
536.0000,-3.9050E+002
537.0000,-3.9058E+002
538.0000,-3.9289E+002
539.0000,-3.9453E+002
540.0000,-3.9771E+002
541.0000,-3.9708E+002
542.0000,-3.9437E+002
543.0000,-3.9494E+002
544.0000,-3.9197E+002
545.0000,-3.9205E+002
546.0000,-3.9318E+002
547.0000,-3.9816E+002
548.0000,-3.9266E+002
549.0000,-3.9186E+002
550.0000,-3.9002E+002
551.0000,-3.9061E+002
552.0000,-3.8959E+002
553.0000,-3.9096E+002
554.0000,-3.8976E+002
555.0000,-3.8983E+002
556.0000,-3.9122E+002
557.0000,-3.9219E+002
558.0000,-3.9101E+002
559.0000,-3.9165E+002
560.0000,-3.9062E+002
561.0000,-3.9160E+002
562.0000,-3.9201E+002
563.0000,-3.9300E+002
564.0000,-3.9338E+002
565.0000,-3.9567E+002
566.0000,-3.9677E+002
567.0000,-3.9791E+002
568.0000,-3.9895E+002
569.0000,-4.0300E+002
570.0000,-4.0268E+002
571.0000,-4.0778E+002
572.0000,-4.0480E+002
573.0000,-4.0123E+002
574.0000,-3.9996E+002
575.0000,-3.9830E+002
576.0000,-3.9752E+002
577.0000,-3.9763E+002
578.0000,-3.9743E+002
579.0000,-3.9584E+002
580.0000,-3.9279E+002
581.0000,-3.9517E+002
582.0000,-3.9619E+002
583.0000,-3.9520E+002
584.0000,-3.9508E+002
585.0000,-3.9424E+002
586.0000,-3.9479E+002
587.0000,-3.9290E+002
588.0000,-3.9179E+002
589.0000,-3.9141E+002
590.0000,-3.9115E+002
591.0000,-3.9062E+002
592.0000,-3.9040E+002
593.0000,-3.8936E+002
594.0000,-3.8740E+002
595.0000,-3.8620E+002
596.0000,-3.8574E+002
597.0000,-3.8563E+002
598.0000,-3.8552E+002
599.0000,-3.8496E+002
600.0000,-3.8485E+002
601.0000,-3.8437E+002
602.0000,-3.8446E+002
603.0000,-3.8431E+002
604.0000,-3.8372E+002
605.0000,-3.8328E+002
606.0000,-3.8324E+002
607.0000,-3.8343E+002
608.0000,-3.8351E+002
609.0000,-3.8383E+002
610.0000,-3.8400E+002
611.0000,-3.8475E+002
612.0000,-3.8537E+002
613.0000,-3.8444E+002
614.0000,-3.8362E+002
615.0000,-3.8316E+002
616.0000,-3.8327E+002
617.0000,-3.8393E+002
618.0000,-3.8403E+002
619.0000,-3.8422E+002
620.0000,-3.8427E+002
621.0000,-3.8477E+002
622.0000,-3.8473E+002
623.0000,-3.8445E+002
624.0000,-3.8505E+002
625.0000,-3.8491E+002
626.0000,-3.8508E+002
627.0000,-3.8454E+002
628.0000,-3.7900E+002
629.0000,-3.8406E+002
630.0000,-3.8410E+002
631.0000,-3.8351E+002
632.0000,-3.8346E+002
633.0000,-3.8341E+002
634.0000,-3.8170E+002
635.0000,-3.8298E+002
636.0000,-3.8372E+002
637.0000,-3.8377E+002
638.0000,-3.8329E+002
639.0000,-3.8188E+002
640.0000,-3.8211E+002
641.0000,-3.8178E+002
642.0000,-3.8041E+002
643.0000,-3.7928E+002
644.0000,-3.7819E+002
645.0000,-3.7545E+002
646.0000,-3.7628E+002
647.0000,-3.7639E+002
648.0000,-3.7573E+002
649.0000,-3.7517E+002
650.0000,-3.7495E+002
651.0000,-3.7425E+002
652.0000,-3.7345E+002
653.0000,-3.7296E+002
654.0000,-3.7255E+002
655.0000,-3.7211E+002
656.0000,-3.7128E+002
657.0000,-3.7071E+002
658.0000,-3.7048E+002
659.0000,-3.6876E+002
660.0000,-3.6841E+002
661.0000,-3.6786E+002
662.0000,-3.6710E+002
663.0000,-3.6647E+002
664.0000,-3.6623E+002
665.0000,-3.6666E+002
666.0000,-3.6463E+002
667.0000,-3.6506E+002
668.0000,-3.6541E+002
669.0000,-3.6520E+002
670.0000,-3.6437E+002
671.0000,-3.6362E+002
672.0000,-3.6272E+002
673.0000,-3.6206E+002
674.0000,-3.6128E+002
675.0000,-3.6115E+002
676.0000,-3.6023E+002
677.0000,-3.5940E+002
678.0000,-3.5877E+002
679.0000,-3.5824E+002
680.0000,-3.5741E+002
681.0000,-3.5742E+002
682.0000,-3.5686E+002
683.0000,-3.5634E+002
684.0000,-3.5593E+002
685.0000,-3.5550E+002
686.0000,-3.5528E+002
687.0000,-3.5488E+002
688.0000,-3.5436E+002
689.0000,-3.5399E+002
690.0000,-3.5372E+002
691.0000,-3.5290E+002
692.0000,-3.5212E+002
693.0000,-3.5125E+002
694.0000,-3.5139E+002
695.0000,-3.4979E+002
696.0000,-3.5005E+002
697.0000,-3.4947E+002
698.0000,-3.4932E+002
699.0000,-3.4907E+002
700.0000,-3.4847E+002
701.0000,-3.4781E+002
702.0000,-3.4750E+002
703.0000,-3.4548E+002
704.0000,-3.4596E+002
705.0000,-3.4593E+002
706.0000,-3.4384E+002
707.0000,-3.4268E+002
708.0000,-3.4319E+002
709.0000,-3.4242E+002
710.0000,-3.4168E+002
711.0000,-3.4101E+002
712.0000,-3.4039E+002
713.0000,-3.3994E+002
714.0000,-3.3965E+002
715.0000,-3.4001E+002
716.0000,-3.4038E+002
717.0000,-3.4008E+002
718.0000,-3.3924E+002
719.0000,-3.3900E+002
720.0000,-3.3964E+002
721.0000,-3.4012E+002
722.0000,-3.3980E+002
723.0000,-3.3887E+002
724.0000,-3.3864E+002
725.0000,-3.3801E+002
726.0000,-3.3713E+002
727.0000,-3.3637E+002
728.0000,-3.3567E+002
729.0000,-3.3518E+002
730.0000,-3.3539E+002
