"",-46.500,-46.000,-45.500,-45.000,-44.500,-44.000,-43.500,-43.000,-42.500,-42.000,-41.500,-41.000,-40.500,-40.000,-39.500,-39.000,-38.500,-38.000,-37.500,-37.000,-36.500,-36.000,-35.500,-35.000,-34.500,-34.000,-33.500,-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
0.0000,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,5.0000E-010,0.0000E+000
1.0000,1.9408E-012,1.8017E-012,1.6316E-012,1.2909E-012,1.2853E-012,1.1478E-012,1.1971E-012,1.2267E-012,1.0639E-012,1.0000E-012,1.0000E-012,1.0000E-012,3.5513E-011,1.4005E-010,7.9397E-011,9.7338E-012,1.7711E-012,1.6594E-012,1.4820E-012,2.0770E-012,2.6176E-012,3.6776E-012,5.1245E-012,9.8232E-012,3.6635E-011,2.0848E-010,5.4951E-010,5.4644E-010,4.3577E-010,2.7105E-010,8.0269E-011,1.5253E-011,9.9437E-012,1.2540E-011,2.0944E-011,5.2057E-011,1.8863E-010,7.2723E-010,2.7178E-009,7.9794E-009,1.4879E-008,1.6202E-008,9.7834E-009,5.5043E-009,4.3509E-009,4.3023E-009,4.5446E-009,4.7930E-009,4.9666E-009,5.0083E-009,5.0161E-009,5.0710E-009,5.1642E-009,5.2961E-009,5.5356E-009,6.0050E-009,6.9603E-009,9.1223E-009,1.4164E-008,1.7864E-008,1.5883E-008,1.1999E-008,9.0731E-009,7.6107E-009,7.3149E-009,7.8107E-009,9.1466E-009,1.1136E-008,1.3509E-008,1.6015E-008,1.8429E-008,2.0646E-008,2.2450E-008,2.3378E-008,2.2377E-008,2.0027E-008,1.7604E-008,1.5400E-008,1.4100E-008,1.3881E-008,1.4354E-008,1.5509E-008,2.2378E-008,1.0136E-006,2.5230E-006,4.9776E-006,1.0163E-005,1.6173E-005,2.6692E-005,3.9311E-005,5.5387E-005,5.7590E-005,5.7234E-005,5.7233E-005
2.0000,1.8002E-012,1.3146E-012,1.0000E-012,1.0000E-012,1.0000E-012,1.0000E-012,1.0648E-012,1.8327E-012,3.5643E-012,6.1611E-012,9.5374E-012,1.4393E-011,2.4387E-011,5.2510E-011,1.0743E-010,1.5845E-010,1.4769E-010,1.2122E-010,1.3840E-010,2.4362E-010,5.2294E-010,1.3311E-009,1.1632E-008,6.5915E-009,3.6651E-008,2.1645E-006,3.2854E-005,5.6596E-005,6.2647E-005,5.8746E-005,5.3476E-005,4.8019E-005,3.9131E-005,3.3994E-005,3.2024E-005,3.0957E-005,3.0389E-005,3.0118E-005,2.9142E-005,2.5682E-005,9.6774E-006,1.3234E-006,5.4539E-008,1.0859E-008,1.6803E-008,2.6888E-007,4.8388E-006,2.0607E-005,3.6326E-005,4.7030E-005,5.3561E-005,5.7517E-005,6.0007E-005,6.1484E-005,6.2241E-005,6.2450E-005,6.2405E-005,6.2570E-005,6.3198E-005,6.3477E-005,6.3311E-005,6.3228E-005,6.3416E-005,6.3861E-005,6.4365E-005,6.4760E-005,6.5006E-005,6.5051E-005,6.4955E-005,6.4722E-005,6.4438E-005,6.4101E-005,6.3764E-005,6.3348E-005,6.2865E-005,6.2495E-005,6.2209E-005,6.2138E-005,6.2273E-005,6.2452E-005,6.2722E-005,6.3165E-005,6.3789E-005,6.4685E-005,6.5834E-005,6.7309E-005,6.9111E-005,7.1152E-005,7.3515E-005,7.6330E-005,7.9745E-005,8.2747E-005,8.5909E-005,8.5923E-005
3.0000,3.0057E-007,2.2665E-007,1.6288E-007,6.8162E-008,7.4855E-009,1.6073E-009,1.9222E-009,8.7186E-008,6.2878E-007,9.0681E-007,8.5814E-007,7.6605E-007,6.4346E-007,5.0108E-007,3.5844E-007,2.3254E-007,1.3592E-007,7.2620E-008,3.7538E-008,2.1247E-008,1.6048E-008,7.4704E-008,6.0927E-007,2.6302E-006,5.8688E-006,9.3505E-006,1.2859E-005,1.6770E-005,1.9163E-005,1.9708E-005,1.9764E-005,1.9908E-005,2.0151E-005,2.0668E-005,2.1439E-005,2.2431E-005,2.3645E-005,2.4878E-005,2.6086E-005,2.6641E-005,2.6729E-005,2.7031E-005,2.7563E-005,2.7941E-005,2.8144E-005,2.8119E-005,2.7900E-005,2.7864E-005,2.8017E-005,2.8398E-005,2.9017E-005,2.9588E-005,3.0224E-005,3.0962E-005,3.1982E-005,3.3269E-005,3.5084E-005,3.7526E-005,4.0865E-005,4.4625E-005,4.9119E-005,5.5068E-005,6.2119E-005,6.9708E-005,7.6800E-005,8.2461E-005,8.6296E-005,8.8287E-005,8.8802E-005,8.8149E-005,8.6630E-005,8.4347E-005,8.1384E-005,7.7719E-005,7.3445E-005,6.8886E-005,6.4321E-005,6.0163E-005,5.6747E-005,5.4299E-005,5.3083E-005,5.3315E-005,5.5156E-005,5.8819E-005,6.4534E-005,7.2663E-005,8.3640E-005,9.8044E-005,1.1672E-004,1.4099E-004,1.7220E-004,2.1419E-004,2.7414E-004,2.7440E-004
4.0000,8.3472E-006,4.9791E-006,5.2690E-006,2.0180E-005,4.1006E-005,4.6540E-005,4.0556E-005,3.3364E-005,2.7564E-005,2.3962E-005,2.1998E-005,2.0977E-005,2.0466E-005,2.0104E-005,1.9813E-005,1.9724E-005,1.9874E-005,2.0319E-005,2.1023E-005,2.1719E-005,2.2611E-005,2.4235E-005,2.6344E-005,2.7450E-005,2.7786E-005,2.7393E-005,2.6732E-005,2.6387E-005,2.6314E-005,2.5762E-005,2.4841E-005,2.3904E-005,2.3022E-005,2.2675E-005,2.2820E-005,2.3345E-005,2.4237E-005,2.5176E-005,2.6138E-005,2.6269E-005,2.5846E-005,2.5779E-005,2.6092E-005,2.6308E-005,2.6409E-005,2.6340E-005,2.6129E-005,2.6175E-005,2.6445E-005,2.6944E-005,2.7646E-005,2.8226E-005,2.8751E-005,2.9193E-005,2.9633E-005,2.9948E-005,3.0232E-005,3.0417E-005,3.0574E-005,3.0196E-005,2.9366E-005,2.8555E-005,2.7721E-005,2.6956E-005,2.6230E-005,2.5484E-005,2.4751E-005,2.3974E-005,2.3211E-005,2.2410E-005,2.1634E-005,2.0820E-005,2.0031E-005,1.9120E-005,1.8139E-005,1.7598E-005,1.7642E-005,1.8923E-005,2.1837E-005,2.6256E-005,3.2272E-005,3.9339E-005,4.5937E-005,5.0888E-005,5.3670E-005,5.4720E-005,5.4552E-005,5.3491E-005,5.1866E-005,4.9878E-005,4.7711E-005,4.4992E-005,4.2379E-005,4.2368E-005
5.0000,6.6655E-005,5.9003E-005,6.9266E-005,7.5816E-005,6.8290E-005,6.0132E-005,5.4068E-005,4.9140E-005,4.5003E-005,4.2893E-005,4.2367E-005,4.2709E-005,4.3535E-005,4.4417E-005,4.5327E-005,4.6538E-005,4.8117E-005,5.0142E-005,5.2509E-005,5.4772E-005,5.7248E-005,6.0688E-005,6.4509E-005,6.6343E-005,6.6460E-005,6.5036E-005,6.2879E-005,6.0931E-005,5.9195E-005,5.6687E-005,5.3566E-005,5.0383E-005,4.7349E-005,4.5151E-005,4.3804E-005,4.3176E-005,4.3218E-005,4.3474E-005,4.3850E-005,4.3160E-005,4.1751E-005,4.0898E-005,4.0672E-005,4.0403E-005,4.0029E-005,3.9449E-005,3.8702E-005,3.8362E-005,3.8403E-005,3.8826E-005,3.9581E-005,4.0184E-005,4.0714E-005,4.1131E-005,4.1554E-005,4.1815E-005,4.2052E-005,4.2165E-005,4.2233E-005,4.1509E-005,4.0121E-005,3.8767E-005,3.7413E-005,3.6195E-005,3.5061E-005,3.3916E-005,3.2783E-005,3.1570E-005,3.0342E-005,2.9025E-005,2.7688E-005,2.6247E-005,2.4746E-005,2.2979E-005,2.0917E-005,1.8914E-005,1.6869E-005,1.5025E-005,1.3354E-005,1.1542E-005,9.7136E-006,8.1449E-006,7.1510E-006,6.7540E-006,6.5509E-006,6.2914E-006,5.8969E-006,5.4506E-006,5.2430E-006,5.9629E-006,8.8321E-006,1.5682E-005,2.6873E-005,2.6921E-005
6.0000,1.1171E-004,6.6461E-005,2.6344E-005,1.6410E-005,1.3702E-005,1.3030E-005,1.3016E-005,1.2834E-005,1.2438E-005,1.2481E-005,1.2873E-005,1.3374E-005,1.3865E-005,1.4203E-005,1.4411E-005,1.4638E-005,1.4941E-005,1.5387E-005,1.5957E-005,1.6445E-005,1.7018E-005,1.8107E-005,1.9529E-005,2.0184E-005,2.0268E-005,1.9832E-005,1.9216E-005,1.8853E-005,1.8719E-005,1.8253E-005,1.7521E-005,1.6774E-005,1.6055E-005,1.5741E-005,1.5809E-005,1.6185E-005,1.6878E-005,1.7643E-005,1.8479E-005,1.8681E-005,1.8468E-005,1.8584E-005,1.9036E-005,1.9415E-005,1.9708E-005,1.9868E-005,1.9921E-005,2.0208E-005,2.0701E-005,2.1404E-005,2.2299E-005,2.3117E-005,2.3931E-005,2.4736E-005,2.5625E-005,2.6529E-005,2.7574E-005,2.8761E-005,3.0218E-005,3.1595E-005,3.3083E-005,3.5215E-005,3.8087E-005,4.1953E-005,4.6979E-005,5.3350E-005,6.1338E-005,7.1121E-005,8.2896E-005,9.6623E-005,1.1213E-004,1.2891E-004,1.4635E-004,1.6366E-004,1.8035E-004,1.9612E-004,2.1073E-004,2.2421E-004,2.3656E-004,2.4800E-004,2.5883E-004,2.6891E-004,2.7785E-004,2.8502E-004,2.9005E-004,2.9295E-004,2.9433E-004,2.9525E-004,2.9643E-004,2.9839E-004,3.0146E-004,3.0693E-004,3.1475E-004,3.1478E-004
7.0000,1.0218E-004,6.2382E-005,2.8462E-005,2.1636E-005,2.0297E-005,1.9770E-005,1.9361E-005,1.8466E-005,1.7246E-005,1.6712E-005,1.6741E-005,1.6989E-005,1.7290E-005,1.7444E-005,1.7467E-005,1.7541E-005,1.7723E-005,1.8084E-005,1.8602E-005,1.9021E-005,1.9553E-005,2.0757E-005,2.2451E-005,2.3232E-005,2.3372E-005,2.2920E-005,2.2314E-005,2.2106E-005,2.2237E-005,2.1949E-005,2.1321E-005,2.0669E-005,2.0039E-005,1.9896E-005,2.0201E-005,2.0862E-005,2.1888E-005,2.2990E-005,2.4166E-005,2.4569E-005,2.4482E-005,2.4838E-005,2.5665E-005,2.6469E-005,2.7232E-005,2.7884E-005,2.8447E-005,2.9336E-005,3.0492E-005,3.1884E-005,3.3434E-005,3.4743E-005,3.5835E-005,3.6642E-005,3.7218E-005,3.7428E-005,3.7389E-005,3.7091E-005,3.6719E-005,3.5923E-005,3.4962E-005,3.4495E-005,3.4645E-005,3.5608E-005,3.7397E-005,3.9954E-005,4.3258E-005,4.7167E-005,5.1613E-005,5.6368E-005,6.1318E-005,6.6255E-005,7.1309E-005,7.6633E-005,8.2784E-005,9.0392E-005,9.9278E-005,1.0883E-004,1.1809E-004,1.2636E-004,1.3344E-004,1.3937E-004,1.4427E-004,1.4846E-004,1.5217E-004,1.5571E-004,1.5928E-004,1.6299E-004,1.6718E-004,1.7221E-004,1.7837E-004,1.8595E-004,1.9719E-004,1.9724E-004
8.0000,2.2443E-004,2.0498E-004,1.7920E-004,1.6082E-004,1.4830E-004,1.3986E-004,1.3424E-004,1.2873E-004,1.2311E-004,1.2016E-004,1.1935E-004,1.1935E-004,1.1940E-004,1.1877E-004,1.1756E-004,1.1654E-004,1.1608E-004,1.1657E-004,1.1794E-004,1.1934E-004,1.2150E-004,1.2621E-004,1.3225E-004,1.3404E-004,1.3216E-004,1.2705E-004,1.2058E-004,1.1485E-004,1.0978E-004,1.0316E-004,9.5303E-005,8.7296E-005,7.9490E-005,7.3037E-005,6.7787E-005,6.3311E-005,5.9336E-005,5.5050E-005,5.0256E-005,4.3646E-005,3.5778E-005,2.8022E-005,2.0664E-005,1.3838E-005,8.8425E-006,5.7491E-006,3.8985E-006,2.8189E-006,2.2619E-006,2.0761E-006,2.1779E-006,2.5312E-006,3.0873E-006,3.7390E-006,4.3234E-006,4.6910E-006,4.7616E-006,4.5330E-006,4.0591E-006,3.4258E-006,2.7047E-006,1.9548E-006,1.2885E-006,8.3851E-007,5.7989E-007,4.1891E-007,3.0850E-007,2.3565E-007,1.9241E-007,1.7017E-007,1.6699E-007,1.9216E-007,1.9110E-007,1.6905E-007,1.4630E-007,1.3012E-007,1.2132E-007,1.1905E-007,1.2612E-007,1.4431E-007,1.6906E-007,1.9382E-007,2.1657E-007,2.6231E-007,4.6436E-007,1.2480E-006,3.2056E-006,6.0280E-006,8.7389E-006,1.0983E-005,1.2769E-005,1.4327E-005,1.5575E-005,1.5580E-005
